poiType,poicode,name,month,h3index,h5,district_code,district,count,estimated_visit,country,version,customer,year,date,polygon,POI(s),state,brands
food.nightlife.bar_pub,POI_1012_G_0x390d1f52c9a8054f:0x43f9d83070d7be45,the hub lounge & bar,6,893da118d97ffff,853da11bfffffff,IN.HR.GU,Gurgaon,69,1015,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.0982855 28.4457186, 77.0986995 28.4461139, 77.0987689 28.4460577, 77.0988108 28.4460976, 77.0987397 28.4461551, 77.0992042 28.446599, 77.0992858 28.446533, 77.09935520000001 28.4465994, 77.09939989999999 28.4465633, 77.09965390000001 28.4468063, 77.0995308 28.4469058, 77.099643 28.4470132, 77.09970800000001 28.4469607, 77.09976109999999 28.4470116, 77.0998644 28.4469282, 77.0998122 28.4468782, 77.09989969999999 28.4468075, 77.0995346 28.4464577, 77.0996758 28.4463437, 77.09953590000001 28.4462096, 77.09939439999999 28.4463238, 77.0993581 28.4462889, 77.0992483 28.4463774, 77.09850520000001 28.4456654, 77.0984442 28.4456618, 77.0984036 28.445623, 77.0982855 28.4457186))",Bar and Pub,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d3d3adfb5eee1:0x24bcb85745ff4fd1,manoj medical,6,893da1cc9cbffff,853da1cffffffff,IN.HR.GU,Gurgaon,2,49,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,,Nightclub,Haryana,
food.nightlife.brewery,POI_1001_35619ede-fcbc13f851cfe224c769bc5b2b6e4c57,"bottles & barrels, the craft brewery",6,893da11a8c3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,42,618,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.0521924 28.4606233, 77.05261160000001 28.4606266, 77.052609 28.4608744, 77.0521885 28.4608711, 77.05218960000001 28.4607567, 77.0521073 28.460756, 77.0521079 28.4607026, 77.0521916 28.4607033, 77.0521924 28.4606233))",Brewery,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d3d3adfb5eee1:0x24bcb85745ff4fd1,manoj medical,6,893da1cc9cbffff,853da1cffffffff,IN.HR.GU,Gurgaon,1,27,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,,Nightclub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d19285a69ab7b:0xf2150dae77570f04,devil's staying alive,6,893da11a9afffff,853da11bfffffff,IN.HR.GU,Gurgaon,26,435,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,,Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncb-8838ea50782f40fa95cc7cd0f67d4452,shiv shakti wine co.,6,893da11a3b7ffff,853da11bfffffff,IN.HR.GU,Gurgaon,13,234,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.0207141876181 28.45394186266537, 77.0206441876181 28.45399186266535, 77.02064340759719 28.45399248067665, 77.02064269286549 28.45399317315711, 77.02064205050151 28.45399393324862, 77.02064148686702 28.45399475342345, 77.0206410075441 28.45399562555884, 77.02064061727981 28.4539965410174, 77.02064031993923 28.45399749073271, 77.02064011846713 28.45399846529907, 77.02064001485881 28.45399945506465, 77.02064001014041 28.45400045022711, 77.02064010435863 28.45400144093066, 77.02064029658038 28.45400241736365, 77.02064058490194 28.45400336985579, 77.02064096646787 28.45400428897386, 77.02064143749924 28.4540051656152, 77.0206419933311 28.45400599109781, 77.02064262845865 28.45400675724635, 77.02075262845865 28.45412675724634, 77.02075331461003 28.45412743677087, 77.02075406310651 28.45412804694326, 77.02075486696791 28.45412858207328, 77.02075571869779 28.45412903717056, 77.02075661035325 28.45412940799104, 77.02075753361912 28.45412969107662, 77.0207584798854 28.45412988378735, 77.02075944032764 28.45412998432611, 77.02076040598912 28.45412999175529, 77.02076136786454 28.45412990600564, 77.02076231698382 28.45412972787681, 77.02076324449591 28.45412945902995, 77.02076414175121 28.45412910197221, 77.02076500038233 28.45412866003337, 77.020765812382 28.45412813733476, 77.02083581238199 28.45407813733478, 77.0208365924029 28.45407751932348, 77.0208373071346 28.45407682684302, 77.02083794949858 28.45407606675151, 77.02083851313307 28.45407524657668, 77.02083899245599 28.45407437444129, 77.02083938272028 28.45407345898273, 77.02083968006086 28.45407250926742, 77.02083988153296 28.45407153470106, 77.02083998514128 28.45407054493548, 77.02083998985968 28.45406954977302, 77.02083989564146 28.45406855906947, 77.02083970341971 28.45406758263648, 77.02083941509815 28.45406663014434, 77.02083903353223 28.45406571102627, 77.02083856250086 28.45406483438493, 77.020838006669 28.45406400890232, 77.02083737154145 28.45406324275378, 77.02072737154144 28.45394324275379, 77.02072668539006 28.45394256322926, 77.02072593689358 28.45394195305687, 77.02072513303219 28.45394141792685, 77.02072428130231 28.45394096282957, 77.02072338964685 28.45394059200909, 77.02072246638097 28.45394030892351, 77.02072152011469 28.45394011621278, 77.02072055967245 28.45394001567402, 77.02071959401097 28.45394000824484, 77.02071863213556 28.45394009399449, 77.02071768301627 28.45394027212332, 77.02071675550418 28.45394054097018, 77.02071585824888 28.45394089802792, 77.02071499961777 28.45394133996676, 77.0207141876181 28.45394186266537))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf1-bbed7f6f009746de4b26c5a4d3d862bc,mix lounge and bar,6,893da11ad63ffff,853da11bfffffff,IN.HR.GU,Gurgaon,25,450,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.070623 28.4772642, 77.0705641 28.4774006, 77.0706864 28.4774245, 77.0707068 28.4772811, 77.070623 28.4772642))",Bar and Pub,Haryana,
food.nightlife.live_entertainment,POI_1012_G_0x390d182cbaaaaaab:0x9707a55f648ab8b4,shiv mahadev band,6,893da11a103ffff,853da11bfffffff,IN.HR.GU,Gurgaon,8,118,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.01678366762216 28.46583226042708, 77.01667366762216 28.46592226042708, 77.01667293855688 28.46592291932072, 77.01667227768233 28.46592364659084, 77.01667169138042 28.46592443521439, 77.01667118531296 28.46592527757578, 77.01667076436689 28.46592616554055, 77.01667043260721 28.4659270905338, 77.01667019323764 28.46592804362311, 77.01667004856972 28.46592901560469, 77.01667000000049 28.46592999709236, 77.01667004799894 28.46593097860811, 77.01667019210159 28.46593195067366, 77.01667043091685 28.465932903902, 77.01667076213855 28.46593382908804, 77.01667118256816 28.46593471729745, 77.01667168814568 28.465935559953, 77.01667227398886 28.46593634891737, 77.01667293444036 28.4659370765717, 77.01667366312235 28.46593773588921, 77.0166744529981 28.46593832050301, 77.0167036291059 28.46595777124157, 77.01677292893223 28.46602707106789, 77.01677365529737 28.46602772947277, 77.01677444264166 28.46602831358943, 77.01677528339791 28.46602881780391, 77.01677616948558 28.46602923727018, 77.01677709238844 28.46602956795675, 77.01677804323646 28.46602980668536, 77.01677901289099 28.46602995116161, 77.01677999203267 28.46602999999691, 77.01678097125092 28.4660299527219, 77.01678194113444 28.46602980979096, 77.01678289236166 28.4660295725778, 77.0167838157903 28.46602924336228, 77.01678470254525 28.46602882530849, 77.01678554410388 28.46602832243438, 77.01678633237795 28.46602773957307, 77.01689633237795 28.46593773957306, 77.01689704312633 28.46593709889942, 77.01689768938603 28.46593639322642, 77.01689826523972 28.46593562901537, 77.01689876541471 28.4659348132636, 77.0168991853313 28.46593395344034, 77.01689952114459 28.46593305741835, 77.01689976977983 28.46593213340184, 77.01689992896041 28.46593118985135, 77.01689999722886 28.46593023540628, 77.01689997396008 28.46592927880576, 77.01689985936713 28.46592832880869, 77.01689965449926 28.46592739411348, 77.01689936123229 28.46592648327844, 77.01689898225143 28.46592560464343, 77.01689852102676 28.46592476625344, 77.01689798178134 28.46592397578499, 77.01689736945266 28.46592324047582, 77.01689668964737 28.46592256705861, 77.01679668964739 28.46583256705861, 77.01679590348465 28.46583192851509, 77.01679505676456 28.46583137276802, 77.01679415817271 28.46583090551821, 77.01679321692676 28.46583053155867, 77.0167922426819 28.46583025472541, 77.01679124543185 28.46583007785818, 77.01679023540628 28.46583000277126, 77.01678922296594 28.46583003023488, 77.01678821849633 28.46583015996733, 77.01678723230121 28.46583039063781, 77.01678627449685 28.46583071988015, 77.01678535490834 28.46583114431699, 77.01678448296867 28.46583165959453, 77.01678366762216 28.46583226042708))",Live Entertainment-Music,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d19dfc8329061:0x9327c94b4cae3331,"la la land brew pub, gurgaon",6,893da11a96fffff,853da11bfffffff,IN.HR.GU,Gurgaon,36,530,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,,Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d18b4f7b4f6b7:0xdab36d1ea128c088,striker skybar and brewpub,6,893da10365bffff,853da103fffffff,IN.HR.GU,Gurgaon,123,4940,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.0993563 28.4474322, 77.0987313 28.4480855, 77.0987957 28.4482694, 77.0993287 28.4484683, 77.09943509999999 28.4482168, 77.0992928 28.4481713, 77.0992942 28.448146, 77.0992928 28.4481119, 77.0992799 28.4480626, 77.0992439 28.4480222, 77.09920080000001 28.4479855, 77.0996176 28.4476228, 77.0993563 28.4474322))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d18b4f7b4f6b7:0xdab36d1ea128c088,striker skybar and brewpub,6,893da10365bffff,853da103fffffff,IN.HR.GU,Gurgaon,78,3411,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.0993563 28.4474322, 77.0987313 28.4480855, 77.0987957 28.4482694, 77.0993287 28.4484683, 77.09943509999999 28.4482168, 77.0992928 28.4481713, 77.0992942 28.448146, 77.0992928 28.4481119, 77.0992799 28.4480626, 77.0992439 28.4480222, 77.09920080000001 28.4479855, 77.0996176 28.4476228, 77.0993563 28.4474322))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d19285a69ab7b:0xf2150dae77570f04,devil's staying alive,6,893da11a9afffff,853da11bfffffff,IN.HR.GU,Gurgaon,22,373,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,,Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_9999_2199090623039364363,elite club lounge,6,893da11a9b3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,24,377,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,,Bar and Pub,Haryana,\N
food.nightlife.bar_pub,POI_1003_2334369683,barrique,6,893da111aabffff,853da113fffffff,IN.HR.GU,Gurgaon,143,4231,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.0923834 28.4965211, 77.09303749999999 28.4960549, 77.0933631 28.4964077, 77.0927088 28.4968739, 77.0923834 28.4965211))",Bar and Pub,Haryana,
food.nightlife.brewery,POI_1001_35619ede-fcbc13f851cfe224c769bc5b2b6e4c57,"bottles & barrels, the craft brewery",6,893da11a8c3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,44,691,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.0521924 28.4606233, 77.05261160000001 28.4606266, 77.052609 28.4608744, 77.0521885 28.4608711, 77.05218960000001 28.4607567, 77.0521073 28.460756, 77.0521079 28.4607026, 77.0521916 28.4607033, 77.0521924 28.4606233))",Brewery,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d3d3adfb5eee1:0x24bcb85745ff4fd1,manoj medical,6,893da1cc9cbffff,853da1cffffffff,IN.HR.GU,Gurgaon,2,54,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,,Nightclub,Haryana,
food.nightlife.bar_pub,POI_1001_356jx7ps-7d8907f04b360b0d43546bbacac29fe5,nasha bar que and restaurant,6,893da11a16bffff,853da11bfffffff,IN.HR.GU,Gurgaon,18,301,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,"POLYGON ((77.02200023812948 28.45668783069545, 77.02196023812947 28.45686783069546, 77.02196007277975 28.45686879571732, 77.02196000259315 28.45686977228354, 77.02196002824245 28.45687075103265, 77.02196014948179 28.45687172258231, 77.02196036514896 28.45687267761917, 77.02196067317657 28.45687360698816, 77.02196107061181 28.45687450178028, 77.02196155364487 28.456875353418, 77.02196211764533 28.45687615373743, 77.02196275720667 28.45687689506666, 77.02196346619797 28.45687757029925, 77.0219642378228 28.45687817296237, 77.02196506468432 28.45687869727884, 77.02196593885616 28.45687913822252, 77.02196685195842 28.4568794915665, 77.02196779523806 28.45687975392358, 77.02196875965272 28.45687992277881, 77.02204875965269 28.45688992277885, 77.02204971274126 28.45688999587335, 77.02205066845458 28.45688997763349, 77.02205161806009 28.45688986822594, 77.02205255288105 28.45688966865038, 77.02205346437582 28.45688938073036, 77.02205434421586 28.45688900709667, 77.0220551843619 28.45688855116328, 77.02205597713737 28.45688801709615, 77.02205671529849 28.45688740977515, 77.02205739210055 28.45688673474952, 77.02205800135945 28.45688599818709, 77.0220585375083 28.45688520681798, 77.02205899564817 28.45688436787311, 77.02205937159293 28.45688348901808, 77.02205966190752 28.45688257828317, 77.02205986393928 28.45688164398996, 77.02208986393931 28.45670164398996, 77.02208997854295 28.45670065473819, 77.02208999418409 28.45669965899305, 77.02208991070761 28.45669866662984, 77.02208972894138 28.45669768749039, 77.02208945068807 28.45669673128531, 77.0220890787073 28.45669580749781, 77.02208861668815 28.45669492528959, 77.02208806921274 28.45669409340995, 77.02208744171067 28.45669332010911, 77.02208674040521 28.45669261305629, 77.02208597225157 28.45669197926371, 77.02208514486796 28.45669142501702, 77.02208426645996 28.45669095581299, 77.0220833457392 28.45669057630496, 77.02208239183697 28.45669029025671, 77.02208141421364 28.45669010050515, 77.02201141421365 28.4566801005051, 77.02201042282825 28.45668000894321, 77.02200942725166 28.45668001641554, 77.02200843735231 28.45668012284801, 77.02200746294237 28.45668032718564, 77.02200651368048 28.45668062740297, 77.02200559897598 28.45668102052416, 77.02200472789569 28.45668150265248, 77.02200390907402 28.45668206900895, 77.02200315062733 28.45668271397966, 77.02200246007358 28.45668343117148, 77.02200184425774 28.45668421347542, 77.02200130928397 28.45668505313704, 77.02200086045504 28.45668594183338, 77.02200050221991 28.45668687075543, 77.02200023812948 28.45668783069545))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356jx7ps-062f785355a00822cf22644fb785bef7,elite club lounge,6,893da11a9b3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,24,377,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,,Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_9999_9698091,walking street,6,893da11a887ffff,853da11bfffffff,IN.HR.GU,Gurgaon,42,712,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.0627003 28.4694856, 77.0620708 28.4689835, 77.0618803 28.469168, 77.06250989999999 28.4696701, 77.0627003 28.4694856))",Bar and Pub,Haryana,\N
food.nightlife.bar_pub,POI_1001_356ttncf-a514dc336d994338ab41bb46f1e443c2,sexy soda,6,893da118d97ffff,853da11bfffffff,IN.HR.GU,Gurgaon,11,228,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,,Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf4-44cc5b2173fbea2d0fcc39a317c63ea8,d beer factory,6,893da11a9b3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,42,870,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.08835449999999 28.4800493, 77.0883267 28.4798384, 77.08828219999999 28.4798429, 77.0882719 28.4797512, 77.0882258 28.4797572, 77.0881645 28.4794021, 77.0885814 28.4793199, 77.0886498 28.479634, 77.0887992 28.4796062, 77.0888764 28.480058, 77.08882079999999 28.4800323, 77.088684 28.4800338, 77.08866860000001 28.4799887, 77.08835449999999 28.4800493))",Bar and Pub,Haryana,
food.nightlife,POI_1001_356ttncb-9daca6e27fc5990a6c731de25ad81226,ashok puri vegetable mart,6,893da11a1a7ffff,853da11bfffffff,IN.HR.GU,Gurgaon,10,180,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.02463090000001 28.4726385, 77.0247123 28.4727831, 77.0247954 28.4727469, 77.024714 28.4726023, 77.02463090000001 28.4726385))",Nightlife,Haryana,
food.nightlife.bar_pub,POI_1001_356ttn9x-b06b5d02add54d64bd76c0b6e9d2593e,madira,6,893da11b2a7ffff,853da11bfffffff,IN.HR.GU,Gurgaon,7,126,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((76.9674839621635 28.3907913362066,76.9675144370175 28.3907519435617,76.9675547647947 28.390776090913,76.9675909435074 28.390729325293,76.9676551013348 28.3907677415394,76.9675510236965 28.3909022751127,76.9674912129052 28.390866465501,76.9675286430086 28.3908180873143,76.9674839621635 28.3907913362066))",Bar and Pub,Haryana,
food.nightlife.nightclub,POI_1001_356ttn9z-c96ad2362fefc7c1a60725f8c9503617,falcon zumba & kids dance academy,6,893da11a66fffff,853da11bfffffff,IN.HR.GU,Gurgaon,12,216,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((76.9792351 28.4397882, 76.9793253 28.4397707, 76.9792904 28.4396316, 76.9792003 28.439649, 76.9792351 28.4397882))",Nightclub,Haryana,
food.nightlife.bar_pub,POI_9999_9826601,bronx,6,893da11abd3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,29,522,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.0711407 28.450062, 77.07142880000001 28.4498282, 77.0712963 28.449685, 77.07085480000001 28.4497896, 77.0711407 28.450062))",Bar and Pub,Haryana,\N
food.nightlife.bar_pub,POI_9999_16548459673249486641,"dhaba 29,sector 29",6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,20,314,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.0620947 28.4684535, 77.06231029999999 28.4686248, 77.0626666 28.4682784, 77.062451 28.4681071, 77.0620947 28.4684535))",Bar and Pub,Haryana,\N
food.nightlife.bar_pub,POI_1001_356ttnc9-5285aec49fff3d564438a9836e2763f5,let's chance villa- boyb restaurant,6,893da11818fffff,853da11bfffffff,IN.HR.GU,Gurgaon,22,324,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.05370825871 28.4234509834572,77.0537104454326 28.4235512664796,77.0536475694449 28.4235523230262,77.0536453907841 28.4234520437389,77.05370825871 28.4234509834572))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1003_1835583043,Yo!China,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,26,383,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.0637917 28.4683307, 77.0635879 28.4681444, 77.06338719999999 28.4683141, 77.063591 28.4685003, 77.0637917 28.4683307))",Bar and Pub,Haryana,
food.nightlife.brewery,POI_9999_6071666960260540727,big pitcher gurugram,6,893da11a83bffff,853da11bfffffff,IN.HR.GU,Gurgaon,11,162,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,,Brewery,Haryana,\N
food.nightlife.bar_pub,POI_1001_356ttncf-7055f2d247354085b4f5d67bd65dc22a,the friends republic,6,893da11ab33ffff,853da11bfffffff,IN.HR.GU,Gurgaon,12,177,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.09048988752535 28.44955316364437, 77.09034805551718 28.44954703555771, 77.09034708171791 28.44954704094303, 77.09034611305978 28.4495471410203, 77.09034515872872 28.44954733484047, 77.09034422777479 28.4495476205655, 77.09034332902634 28.44954799548583, 77.09034247100634 28.44954845604604, 77.09034166185151 28.44954899787857, 77.09034090923518 28.44954961584514, 77.09034022029452 28.44955030408549, 77.09033960156285 28.44955105607296, 77.09033905890767 28.44955186467631, 77.09033859747508 28.44955272222747, 77.09033822164091 28.44955362059415, 77.09033793496923 28.44955455125702, 77.0903377401786 28.44955550539047, 77.09033763911624 28.44955647394631, 77.09033343694412 28.44963244409976, 77.09033343121614 28.44963343297572, 77.09033352318575 28.44963441758227, 77.0903337119536 28.44963538829087, 77.09033399567369 28.44963633560886, 77.09033437157152 28.44963725027235, 77.09033483597112 28.44963812333677, 77.09033538433113 28.44963894626434, 77.09033601128905 28.44963971100759, 77.09033671071383 28.44964041008802, 77.09033747576572 28.44964103666927, 77.09033829896323 28.44964158462396, 77.09033917225624 28.44964204859357, 77.09034008710474 28.44964242404092, 77.09034103456233 28.44964270729448, 77.09034200536377 28.44964289558428, 77.09034299001549 28.44964298706902, 77.09042216185635 28.44964640783475, 77.09041707994592 28.44973828382561, 77.09041707421866 28.44973927270143, 77.09041716618898 28.44974025730778, 77.09041735495749 28.44974122801611, 77.0904176386782 28.44974217533377, 77.0904180145766 28.44974308999688, 77.09041847897673 28.44974396306086, 77.09041902733719 28.44974478598796, 77.09041965429552 28.4497455507307, 77.09042035372065 28.44974624981059, 77.09042111877281 28.44974687639129, 77.09042194197055 28.4497474243454, 77.09042281526369 28.44974788831444, 77.09042373011226 28.44974826376122, 77.0904246775699 28.44974854701421, 77.09042564837129 28.44974873530345, 77.09042663302293 28.44974882678765, 77.09047918127675 28.44975109720455, 77.09048015507661 28.44975109181887, 77.09048112373529 28.44975099174114, 77.09048207806683 28.4497507979204, 77.09048300902117 28.44975051219469, 77.09048390776994 28.4497501372736, 77.09048476579017 28.44974967671255, 77.09048557494509 28.44974913487912, 77.09048632756141 28.44974851691158, 77.09048701650191 28.44974782867024, 77.09048763523329 28.44974707668177, 77.09048817788802 28.4497462680774, 77.09048863932003 28.44974541052526, 77.09048901515347 28.44974451215763, 77.09048930182428 28.44974358149387, 77.09048949661388 28.44974262735962, 77.0904895976751 28.44974165880306, 77.09049944059936 28.44956370660096, 77.09049944632611 28.44956271772567, 77.09049935435539 28.44956173311989, 77.09049916558661 28.44956076241217, 77.09049888186571 28.44955981509512, 77.09049850596726 28.44955890043262, 77.09049804156717 28.44955802736922, 77.09049749320687 28.44955720444267, 77.09049686624878 28.44955643970043, 77.090496166824 28.44955574062097, 77.09049540177222 28.44955511404063, 77.09049457857496 28.44955456608679, 77.09049370528233 28.44955410211792, 77.0904927904343 28.44955372667122, 77.09049184297724 28.4495534434182, 77.09049087217642 28.44955325512882, 77.09048988752535 28.44955316364437))",Bar and Pub,Haryana,
food.nightlife.billiards,POI_1001_356ttnc9-e4012c99ff7347f1913e913f210eac0c,city snookers club gurgaon,6,893da1181d7ffff,853da11bfffffff,IN.HR.GU,Gurgaon,42,618,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.047141 28.4201383, 77.04764659999999 28.4201404, 77.0476482 28.4198446, 77.04714250000001 28.4198426, 77.047141 28.4201383))",Billiards-Pool Hall,Haryana,
food.nightlife.bar_pub,POI_9999_12184497,whisky samba,6,893da11ab27ffff,853da11bfffffff,IN.HR.GU,Gurgaon,84,1236,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.0969257 28.4517459, 77.0969103 28.4515942, 77.09700890000001 28.4513693, 77.0970489 28.4512339, 77.0971691 28.451158, 77.0972184 28.4510063, 77.09650360000001 28.4507896, 77.09628480000001 28.4510497, 77.0961831 28.4513612, 77.096177 28.4515535, 77.0969257 28.4517459))",Bar and Pub,Haryana,\N
food.nightlife.bar_pub,POI_1012_G_0x390d18fd159e6b9f:0xc98b691d87b53d43,showshaa,6,893da11a8afffff,853da11bfffffff,IN.HR.GU,Gurgaon,1,17,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.06892378960237 28.46697220961527, 77.06876288660237 28.46712305561528, 77.06876219479011 28.46712377217976, 77.06876157769264 28.46712455401067, 77.06876104143198 28.46712539335171, 77.06876059132823 28.46712628187603, 77.06876023184671 28.46712721076887, 77.06875996655374 28.46712817081496, 77.06875979808119 28.46712915248999, 77.06875972810043 28.46713014605507, 77.06875975730571 28.46713114165334, 77.06875988540732 28.46713212940778, 77.06876011113438 28.4671330995192, 77.06876043224753 28.46713404236341, 77.0687608455611 28.46713494858675, 77.06876134697475 28.46713580919887, 77.0687619315141 28.4671366156619, 77.06876259338011 28.46713735997517, 77.06876332600663 28.46713803475458, 77.06893242400659 28.46727888075461, 77.06893319419729 28.46727946170339, 77.0689340167843 28.46727996573297, 77.06893488411183 28.46728038815238, 77.06893578810771 28.46728072503018, 77.06893672035849 28.46728097323105, 77.06893767218777 28.46728113044502, 77.06893863473691 28.46728119520888, 77.06893959904751 28.4672811669199, 77.06894055614478 28.46728104584135, 77.06894149712106 28.46728083310011, 77.06894241321874 28.46728053067615, 77.06894329591172 28.46728014138411, 77.06894413698484 28.46727966884712, 77.06894492861026 28.46727911746306, 77.06894566342038 28.46727849236363, 77.06910656542038 28.46712764636361, 77.0691072572281 28.46712692979965, 77.06910787432138 28.46712614796992, 77.06910841057827 28.46712530863067, 77.06910886067877 28.46712442010865, 77.0691092201576 28.46712349121857, 77.06910948544854 28.46712253117557, 77.0691096539197 28.46712154950388, 77.06910972389976 28.4671205559423, 77.06910969469448 28.46711956034756, 77.06910956659358 28.46711857259658, 77.06910934086791 28.46711760248847, 77.06910901975681 28.46711665964729, 77.06910860644589 28.46711575342661, 77.06910810503545 28.4671148928167, 77.06910752049981 28.46711408635535, 77.06910685863792 28.46711334204315, 77.06910612601584 28.46711266726413, 77.06893702901587 28.46697182126411, 77.06893625882697 28.46697124031316, 77.06893543624155 28.46697073628124, 77.06893456891538 28.46697031385933, 77.06893366492061 28.46696997697892, 77.06893273267069 28.46696972877531, 77.06893178084201 28.46696957155853, 77.06893081829318 28.46696950679179, 77.06892985398264 28.46696953507788, 77.06892889688513 28.46696965615352, 77.06892795590832 28.46696986889188, 77.06892703980985 28.46697017131302, 77.06892615711578 28.4669705606023, 77.06892531604133 28.46697103313665, 77.06892452441431 28.4669715845182, 77.06892378960237 28.46697220961527))",Bar and Pub,Haryana,
food.nightlife.brewery,POI_9999_14585048325565091490,food frolic - microbrewery & bar,6,893da11b06bffff,853da11bfffffff,IN.HR.GU,Gurgaon,61,898,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,,Brewery,Haryana,\N
food.nightlife.nightclub,POI_1012_G_0x390d23310a1820df:0xecf8f373e4651f92,cheers clubs gurgaon,6,893da118153ffff,853da11bfffffff,IN.HR.GU,Gurgaon,9,163,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.0479012 28.4119387, 77.0479064 28.4117463, 77.04784069999999 28.4117449, 77.04783980000001 28.411777, 77.0477911 28.4117761, 77.0477867 28.4119364, 77.0479012 28.4119387))",Nightclub,Haryana,
food.nightlife.brewery,POI_1001_356ttnc9-34b39b8bc400418a805f3cb946ff6844,good earth the brewery,6,893da118113ffff,853da11bfffffff,IN.HR.GU,Gurgaon,4,72,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,,Brewery,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnc9-a154dc51ef71ea681aa0e7cb5986624f,paan zilla,6,893da11818fffff,853da11bfffffff,IN.HR.GU,Gurgaon,12,216,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.05370825871 28.4234509834572,77.0537104454326 28.4235512664796,77.0536475694449 28.4235523230262,77.0536453907841 28.4234520437389,77.05370825871 28.4234509834572))",Bar and Pub,Haryana,
