poiType,poicode,name,month,h3index,h5,district_code,district,count,estimated_visit,country,version,customer,year,date,polygon,POI(s),state,brands
food.nightlife.brewery,POI_1001_356ttncc-860700e5d1d14dc2a9b29ef9483f986d,pause brewery pub,6,893da11a887ffff,853da11bfffffff,IN.HR.GU,Gurgaon,42,712,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.0627003 28.4694856, 77.0620708 28.4689835, 77.0618803 28.469168, 77.06250989999999 28.4696701, 77.0627003 28.4694856))",Brewery,Haryana,
food.nightlife.bar_pub,POI_1003_2334369683,barrique,6,893da111aabffff,853da113fffffff,IN.HR.GU,Gurgaon,75,2036,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.0923834 28.4965211, 77.09303749999999 28.4960549, 77.0933631 28.4964077, 77.0927088 28.4968739, 77.0923834 28.4965211))",Bar and Pub,Haryana,
food.nightlife.cocktail,POI_1211_135719,cocktails and dreams speakeasy,6,893da11aeafffff,853da11bfffffff,IN.HR.GU,Gurgaon,24,497,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.04432572600008 28.45788835000004, 77.04444572600006 28.45779835000004, 77.04444648415193 28.45779772071122, 77.04444717669577 28.45779701986762, 77.04444779690833 28.45779625427304, 77.04444833876863 28.45779543135986, 77.04444879701629 28.4577945591169, 77.04444916720263 28.45779364601189, 77.0444494457339 28.45779270090924, 77.04444962990613 28.45779173298399, 77.04444971793137 28.45779075163275, 77.04444970895507 28.45778976638247, 77.04444960306436 28.45778878679794, 77.04444940128725 28.45778782238896, 77.04444910558259 28.45778688251799, 77.04444871882104 28.45778597630929, 77.04444824475732 28.45778511256032, 77.04444768799361 28.45778429965635, 77.04444705393497 28.45778354548904, 77.04431705393496 28.45764354548906, 77.0443163550362 28.45764286295259, 77.04431559287552 28.45764225186618, 77.04431477472635 28.45764171806152, 77.04431390839638 28.45764126663278, 77.04431300215316 28.45764090188803, 77.04431206464511 28.45764062730807, 77.044311104819 28.45764044551328, 77.04431013183462 28.45764035823853, 77.04430915497728 28.45764036631671, 77.04430818356931 28.45764046967073, 77.044307226881 28.45764066731427, 77.04430629404217 28.45764095736117, 77.04430539395504 28.45764133704349, 77.04430453520928 28.45764180273785, 77.04430372600005 28.45764235000005, 77.04418372600007 28.45773235000005, 77.0441829678482 28.45773297928887, 77.04418227530437 28.45773368013247, 77.0441816550918 28.45773444572705, 77.0441811132315 28.45773526864023, 77.04418065498385 28.45773614088319, 77.04418028479751 28.4577370539882, 77.04418000626623 28.45773799909085, 77.04417982209401 28.4577389670161, 77.04417973406876 28.45773994836734, 77.04417974304506 28.45774093361762, 77.04417984893577 28.45774191320215, 77.04418005071288 28.45774287761113, 77.04418034641755 28.4577438174821, 77.04418073317909 28.4577447236908, 77.04418120724281 28.45774558743977, 77.04418176400652 28.45774640034374, 77.04418239806516 28.45774715451105, 77.04431239806517 28.45788715451103, 77.04431309696393 28.4578878370475, 77.04431385912461 28.45788844813391, 77.04431467727379 28.45788898193857, 77.04431554360376 28.45788943336731, 77.04431644984697 28.45788979811206, 77.04431738735502 28.45789007269202, 77.04431834718113 28.45789025448681, 77.04431932016551 28.45789034176156, 77.04432029702285 28.45789033368338, 77.04432126843082 28.45789023032936, 77.04432222511913 28.45789003268582, 77.04432315795796 28.45788974263892, 77.04432405804509 28.4578893629566, 77.04432491679086 28.45788889726224, 77.04432572600008 28.45788835000004))",Cocktail Lounge,Haryana,INDB
food.nightlife.brewery,POI_9999_13898599376605182323,open tap,6,893da118393ffff,853da11bfffffff,IN.HR.GU,Gurgaon,37,767,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.04449769999999 28.4060421, 77.0446409 28.4060322, 77.0446408 28.4060261, 77.04492500000001 28.406017, 77.0449247 28.406004, 77.0450396 28.4060003, 77.0450325 28.4057026, 77.0446314 28.4057107, 77.04477199999999 28.4050737, 77.0445648 28.4050372, 77.0443949 28.4058688, 77.0445239 28.4058945, 77.04449769999999 28.4060421))",Brewery,Haryana,\N
food.nightlife.bar_pub,POI_1001_356ttnf1-bbed7f6f009746de4b26c5a4d3d862bc,mix lounge and bar,6,893da11ad63ffff,853da11bfffffff,IN.HR.GU,Gurgaon,20,363,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.070623 28.4772642, 77.0705641 28.4774006, 77.0706864 28.4774245, 77.0707068 28.4772811, 77.070623 28.4772642))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncd-505a8bf7301ff81b8549b72d74a9a257,lemon tree hotel,6,893da118ab3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,6,124,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.099629259885 28.4020265293955,77.0995176623547 28.4020251484387,77.0995185837068 28.4019675378864,77.0996301857096 28.4019689257701,77.099629259885 28.4020265293955))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncb-8838ea50782f40fa95cc7cd0f67d4452,shiv shakti wine co.,6,893da11a3b7ffff,853da11bfffffff,IN.HR.GU,Gurgaon,17,309,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.0207141876181 28.45394186266537, 77.0206441876181 28.45399186266535, 77.02064340759719 28.45399248067665, 77.02064269286549 28.45399317315711, 77.02064205050151 28.45399393324862, 77.02064148686702 28.45399475342345, 77.0206410075441 28.45399562555884, 77.02064061727981 28.4539965410174, 77.02064031993923 28.45399749073271, 77.02064011846713 28.45399846529907, 77.02064001485881 28.45399945506465, 77.02064001014041 28.45400045022711, 77.02064010435863 28.45400144093066, 77.02064029658038 28.45400241736365, 77.02064058490194 28.45400336985579, 77.02064096646787 28.45400428897386, 77.02064143749924 28.4540051656152, 77.0206419933311 28.45400599109781, 77.02064262845865 28.45400675724635, 77.02075262845865 28.45412675724634, 77.02075331461003 28.45412743677087, 77.02075406310651 28.45412804694326, 77.02075486696791 28.45412858207328, 77.02075571869779 28.45412903717056, 77.02075661035325 28.45412940799104, 77.02075753361912 28.45412969107662, 77.0207584798854 28.45412988378735, 77.02075944032764 28.45412998432611, 77.02076040598912 28.45412999175529, 77.02076136786454 28.45412990600564, 77.02076231698382 28.45412972787681, 77.02076324449591 28.45412945902995, 77.02076414175121 28.45412910197221, 77.02076500038233 28.45412866003337, 77.020765812382 28.45412813733476, 77.02083581238199 28.45407813733478, 77.0208365924029 28.45407751932348, 77.0208373071346 28.45407682684302, 77.02083794949858 28.45407606675151, 77.02083851313307 28.45407524657668, 77.02083899245599 28.45407437444129, 77.02083938272028 28.45407345898273, 77.02083968006086 28.45407250926742, 77.02083988153296 28.45407153470106, 77.02083998514128 28.45407054493548, 77.02083998985968 28.45406954977302, 77.02083989564146 28.45406855906947, 77.02083970341971 28.45406758263648, 77.02083941509815 28.45406663014434, 77.02083903353223 28.45406571102627, 77.02083856250086 28.45406483438493, 77.020838006669 28.45406400890232, 77.02083737154145 28.45406324275378, 77.02072737154144 28.45394324275379, 77.02072668539006 28.45394256322926, 77.02072593689358 28.45394195305687, 77.02072513303219 28.45394141792685, 77.02072428130231 28.45394096282957, 77.02072338964685 28.45394059200909, 77.02072246638097 28.45394030892351, 77.02072152011469 28.45394011621278, 77.02072055967245 28.45394001567402, 77.02071959401097 28.45394000824484, 77.02071863213556 28.45394009399449, 77.02071768301627 28.45394027212332, 77.02071675550418 28.45394054097018, 77.02071585824888 28.45394089802792, 77.02071499961777 28.45394133996676, 77.0207141876181 28.45394186266537))",Bar and Pub,Haryana,
food.nightlife.karaoke,POI_1001_356ttncc-5579da4da251c7f4e9fc0589ac01246c,honjin karaoke,6,893da11a8c3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,43,852,IND,3.4,all_ind_3.4_all,2024,2024-06-06 00:01:01,"POLYGON ((77.0522012 28.4611138, 77.05261179999999 28.4611203, 77.0526107 28.4611755, 77.05327320000001 28.461186, 77.05326650000001 28.461512, 77.0528848 28.4615059, 77.05287970000001 28.4617535, 77.0526263 28.4617494, 77.05263239999999 28.4614544, 77.0525734 28.4614532, 77.0525433 28.4614392, 77.0525171 28.4614172, 77.05249910000001 28.4613926, 77.0524884 28.4613646, 77.0524887 28.4613503, 77.05219649999999 28.4613457, 77.0522012 28.4611138))",Karaoke,Haryana,
food.nightlife.nightclub,POI_1001_356ttnc9-c86e94a1ee3c4151886bee849997978c,dance classes,6,893da1181cbffff,853da11bfffffff,IN.HR.GU,Gurgaon,11,198,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.045464 28.4156548, 77.04557459999999 28.4156553, 77.0455754 28.4156318, 77.04558780000001 28.4156306, 77.0455886 28.4156129, 77.0456156 28.4156133, 77.0456148 28.4155868, 77.0456403 28.4155873, 77.0456394 28.4156072, 77.0456475 28.4156072, 77.0456484 28.4156146, 77.0456618 28.4156167, 77.0456629 28.4156356, 77.045678 28.4156353, 77.04567950000001 28.4156595, 77.0457772 28.4156555, 77.0457792 28.4156048, 77.04575269999999 28.4155735, 77.0457504 28.4155423, 77.0457318 28.4155259, 77.0457548 28.415501, 77.0457564 28.4154375, 77.0457835 28.4154375, 77.04578100000001 28.4153881, 77.0457528 28.4153876, 77.04574909999999 28.4153726, 77.04569720000001 28.4153741, 77.0457009 28.4153955, 77.0456806 28.4153904, 77.0456763 28.4154157, 77.04566730000001 28.4154169, 77.0456671 28.4154346, 77.0456149 28.4154377, 77.0455898 28.415419, 77.04559020000001 28.4154057, 77.0455595 28.4153721, 77.0454671 28.4153803, 77.0454663 28.4154303, 77.04549710000001 28.4154369, 77.0455223 28.415466, 77.04552169999999 28.4154785, 77.0455023 28.4154795, 77.0455034 28.4155075, 77.04552200000001 28.4155068, 77.045523 28.4155176, 77.0455209 28.4155329, 77.04550759999999 28.4155333, 77.04550380000001 28.4155682, 77.0455218 28.4155664, 77.0455207 28.4155885, 77.0454969 28.4156048, 77.04546360000001 28.4156051, 77.045464 28.4156548))",Nightclub,Haryana,
food.nightlife.live_entertainment,POI_1012_G_0x390d1939c6cf4e3b:0x6eda3b7cb9c97ca,dj a.p,6,893da118cafffff,853da11bfffffff,IN.HR.GU,Gurgaon,3,54,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.087705 28.4325001, 77.08773840000001 28.4325598, 77.0877874 28.4325386, 77.0877539 28.4324788, 77.087705 28.4325001))",Live Entertainment-Music,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d19805cfa5e55:0x43dbbc18cc03bc77,queens nightclub mgf - gurgaon,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,75,1361,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.079949 28.4809296, 77.0804483 28.4809352, 77.080459 28.4802067, 77.0799597 28.4802011, 77.079949 28.4809296))",Nightclub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncf-c6054adce8a440759b4979f0f0657388,saints n sinners,6,893da11a96fffff,853da11bfffffff,IN.HR.GU,Gurgaon,11,200,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,,Bar and Pub,Haryana,
food.nightlife.brewery,POI_9999_10672158,downtown diner & fresh beer cafe,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,27,490,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.0632095 28.4681753, 77.0631673 28.4679366, 77.0626702 28.4680044, 77.0627123 28.4682431, 77.0632095 28.4681753))",Brewery,Haryana,\N
food.nightlife.billiards,POI_1001_356ttnc9-848f7c811dbe49f098574f72c3aec884,baazigar snookers and pool club no. 1 snooker table | billiards table italian with metal plate | pool table),6,893da11811bffff,853da11bfffffff,IN.HR.GU,Gurgaon,3,44,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.05155240000001 28.4161011, 77.0518821 28.4161032, 77.0518833 28.4159619, 77.05155360000001 28.4159597, 77.05155240000001 28.4161011))",Billiards-Pool Hall,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d19226f605019:0x8b254a7722ba5b7e,zygo,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,75,1361,IND,3.4,all_ind_3.4_all,2024,2024-06-03 00:01:01,"POLYGON ((77.079949 28.4809296, 77.0804483 28.4809352, 77.080459 28.4802067, 77.0799597 28.4802011, 77.079949 28.4809296))",Nightclub,Haryana,
food.nightlife.live_entertainment,POI_1001_356ttnc9-9d432972a5cd46298e8b0485fd3533b0,satya band,6,893da118357ffff,853da11bfffffff,IN.HR.GU,Gurgaon,14,290,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.047968 28.3926444, 77.0480525 28.3925398, 77.04801190000001 28.3925144, 77.04792740000001 28.392619, 77.047968 28.3926444))",Live Entertainment-Music,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf4-2f456cecdfd040e6b0801db91789c238,the beer cafe,6,893da111a17ffff,853da113fffffff,IN.HR.GU,Gurgaon,93,2933,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.087943 28.4947307, 77.0881833 28.4946513, 77.08829420000001 28.4948751, 77.0883908 28.494839, 77.0886824 28.4953553, 77.08854479999999 28.4954131, 77.088933 28.4961803, 77.0887625 28.4962651, 77.087943 28.4947307))",Bar and Pub,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d1712b7d34ee3:0x3fd20b4a67c0e472,doctor tiranga house,6,893da11a5c7ffff,853da11bfffffff,IN.HR.GU,Gurgaon,1,18,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((76.99074040000001 28.4789279, 76.99079620000001 28.4790049, 76.9908858 28.4789546, 76.99083 28.4788777, 76.99074040000001 28.4789279))",Nightclub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnc9-0b17016f27eff2fc22767543f42293dc,the underground restaurant and bar,6,893da1181d7ffff,853da11bfffffff,IN.HR.GU,Gurgaon,5,90,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.0453133489077 28.4194605061967,77.0453184947328 28.41933092094,77.0453827893281 28.4193328957872,77.045377643503 28.4194624810415,77.0453133489077 28.4194605061967))",Bar and Pub,Haryana,
food.nightlife.brewery,POI_9999_10672158,downtown diner & fresh beer cafe,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,60,1004,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,"POLYGON ((77.0632095 28.4681753, 77.0631673 28.4679366, 77.0626702 28.4680044, 77.0627123 28.4682431, 77.0632095 28.4681753))",Brewery,Haryana,\N
food.nightlife.live_entertainment,POI_1001_356ttnc9-98988eab850345a1b2c656810c240d4e,kishore light baggi,6,893da1183cfffff,853da11bfffffff,IN.HR.GU,Gurgaon,14,206,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.0476396 28.3930621, 77.0477874 28.3930801, 77.0477911 28.3930567, 77.0476432 28.3930387, 77.0476396 28.3930621))",Live Entertainment-Music,Haryana,
food.nightlife.live_entertainment,POI_1001_356ttncb-e196868b90174e19a9826a1bff8eaa0c,dolly dj event light & sound system gurgaon,6,893da11a3afffff,853da11bfffffff,IN.HR.GU,Gurgaon,14,290,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.02176919999999 28.4491468, 77.0219239 28.449089, 77.02184680000001 28.4489295, 77.0216921 28.4489874, 77.02176919999999 28.4491468))",Live Entertainment-Music,Haryana,
food.nightlife.bar_pub,POI_9999_23395653,vibe: the sky bar,6,893da1181b3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,66,1368,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.0571913 28.4260634, 77.0574907 28.4258219, 77.05730939999999 28.4256481, 77.05716940000001 28.425761, 77.05702549999999 28.425623, 77.05686609999999 28.4257515, 77.0571913 28.4260634))",Bar and Pub,Haryana,\N
food.nightlife.bar_pub,POI_1012_G_0x390d19e10b393991:0xa5598332344c15e3,como - pizzeria & cafe,6,893da11a8d3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,46,953,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.04992873096288 28.46167040062814, 77.04983857259079 28.46167941646537, 77.04980966483741 28.46141924668481, 77.04980951441298 28.46141830479079, 77.04980927493438 28.46141738151302, 77.04980894858035 28.46141648525139, 77.04980853832004 28.46141562416004, 77.04980804788595 28.46141480607309, 77.04980748174003 28.46141403843343, 77.04980684503302 28.46141332822499, 77.04980614355762 28.46141268190918, 77.04980538369581 28.46141210536614, 77.04980457236074 28.46141160384121, 77.04980371693388 28.46141118189721, 77.04980282519783 28.46141084337296, 77.04980190526554 28.46141059134833, 77.04980096550645 28.46141042811622, 77.04980001447045 28.46141035516169, 77.04979906080996 28.46141037314849, 77.04964906080994 28.46142037314847, 77.0496480670682 28.46142048956277, 77.04964708993361 28.46142070469745, 77.04964613918803 28.46142101639885, 77.04964522434912 28.4614214215466, 77.04964435457511 28.46142191608487, 77.04964353857308 28.46142249506296, 77.04964278451183 28.46142315268487, 77.04964209994009 28.46142388236731, 77.04964149171091 28.4614246768056, 77.04964096591316 28.46142552804684, 77.04964052781042 28.46142642756945, 77.04964018178846 28.46142736636854, 77.04963993131121 28.46142833504603, 77.04963977888613 28.46142932390473, 77.04963972603912 28.46143032304543, 77.04963977329921 28.46143132246597, 77.04963992019329 28.46143231216141, 77.04964781028937 28.4614717626417, 77.0495784856527 28.4614804282213, 77.04957754308113 28.46148059216484, 77.0495766204902 28.46148084543282, 77.0495757263246 28.46148118570704, 77.04957486876877 28.46148160987289, 77.0495740556721 28.46148211404791, 77.04957329447697 28.46148269361729, 77.0495725921508 28.46148334327613, 77.04957195512206 28.46148405707797, 77.04957138922164 28.46148482848925, 77.04957089962929 28.46148565044911, 77.04957049082637 28.46148651543399, 77.04957016655472 28.46148741552652, 77.04956992978245 28.46148834248799, 77.0495697826768 28.46148928783374, 77.04956972658422 28.46149024291085, 77.04956976201818 28.46149119897733, 77.0496097610182 28.46196119897732, 77.04960988956556 28.46196215771755, 77.0496101101438 28.4619630995522, 77.04961042068894 28.46196401566844, 77.04961081829519 28.46196489749412, 77.04961129924213 28.46196573677792, 77.0496118590295 28.46196652566661, 77.04961249241933 28.46196725677849, 77.04961319348493 28.46196792327251, 77.0496139556664 28.46196851891222, 77.04961477183195 28.46196903812418, 77.04961563434465 28.4619694760501, 77.04961653513391 28.46196982859226, 77.04961746577096 28.4619700924519, 77.0496184175478 28.46197026516006, 77.04961938155857 28.46197034510072, 77.04962034878294 28.46197033152584, 77.04993496285955 28.46195066814606, 77.04996172500003 28.46198635100008, 77.04996234660345 28.46198710076037, 77.04996303819327 28.46198778649706, 77.04996379320954 28.46198840170574, 77.0499646044907 28.46198894055096, 77.0499654643415 28.4619893979216, 77.04996636460596 28.46198976947936, 77.04996729674482 28.46199005169989, 77.04996825191645 28.46199024190625, 77.04996922106073 28.46199033829428, 77.04997019498504 28.46199033994969, 77.04997116445139 28.46199024685679, 77.04997212026409 28.46199005989859, 77.04997305335696 28.46198978084846, 77.04997395487933 28.46198941235325, 77.04997481627997 28.46198895790829, 77.04997562938821 28.4619884218241, 77.04997638649151 28.46198780918562, 77.04997708040847 28.46198712580392, 77.04997770455707 28.46198637816109, 77.04997825301707 28.46198557334874, 77.04997872058617 28.46198471900079, 77.04997910282933 28.46198382322098, 77.04997939612083 28.46198289450607, 77.04997959767873 28.46198194166521, 77.04997970559118 28.4619809737364, 77.04997971883461 28.46197999990073, 77.04997963728337 28.46197902939535, 77.0499396382834 28.46167902939531, 77.04993946569192 28.46167808419555, 77.04993920318455 28.46167715992272, 77.04993885318471 28.46167626510961, 77.04993841892357 28.46167540801704, 77.04993790441021 28.46167459655762, 77.04993731439455 28.46167383822266, 77.04993665432356 28.46167314001303, 77.04993593029096 28.46167250837455, 77.04993514898094 28.46167194913843, 77.04993431760647 28.46167146746748, 77.04993344384273 28.46167106780846, 77.04993253575624 28.46167075385097, 77.04993160173035 28.46167052849344, 77.04993065038788 28.46167039381634, 77.04992969051156 28.46167035106301, 77.04992873096288 28.46167040062814))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d1980a34adc0d:0x922fc32e3a452244,local,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,32,663,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.0620947 28.4684535, 77.06231029999999 28.4686248, 77.0626666 28.4682784, 77.062451 28.4681071, 77.0620947 28.4684535))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356jx7ps-bc7b7c896bfa008212dc19490cf94926,i-kandy,6,893da103413ffff,853da103fffffff,IN.HR.GU,Gurgaon,29,1539,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.1077533 28.4801272, 77.10769089999999 28.4801049, 77.1075498 28.4804092, 77.1076207 28.4804346, 77.10753510000001 28.4806193, 77.1076774 28.4806703, 77.1075841 28.4808716, 77.1076958 28.4809116, 77.1079043 28.4804615, 77.1077971 28.4804232, 77.10790849999999 28.4801828, 77.1077533 28.4801272))",Bar and Pub,Haryana,
food.nightlife.live_entertainment,POI_1001_356jx7ps-5ba59bd371d106d1fff16462253d3aea,himtu band,6,893da11a103ffff,853da11bfffffff,IN.HR.GU,Gurgaon,10,207,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.01678366762216 28.46583226042708, 77.01667366762216 28.46592226042708, 77.01667293855688 28.46592291932072, 77.01667227768233 28.46592364659084, 77.01667169138042 28.46592443521439, 77.01667118531296 28.46592527757578, 77.01667076436689 28.46592616554055, 77.01667043260721 28.4659270905338, 77.01667019323764 28.46592804362311, 77.01667004856972 28.46592901560469, 77.01667000000049 28.46592999709236, 77.01667004799894 28.46593097860811, 77.01667019210159 28.46593195067366, 77.01667043091685 28.465932903902, 77.01667076213855 28.46593382908804, 77.01667118256816 28.46593471729745, 77.01667168814568 28.465935559953, 77.01667227398886 28.46593634891737, 77.01667293444036 28.4659370765717, 77.01667366312235 28.46593773588921, 77.0166744529981 28.46593832050301, 77.0167036291059 28.46595777124157, 77.01677292893223 28.46602707106789, 77.01677365529737 28.46602772947277, 77.01677444264166 28.46602831358943, 77.01677528339791 28.46602881780391, 77.01677616948558 28.46602923727018, 77.01677709238844 28.46602956795675, 77.01677804323646 28.46602980668536, 77.01677901289099 28.46602995116161, 77.01677999203267 28.46602999999691, 77.01678097125092 28.4660299527219, 77.01678194113444 28.46602980979096, 77.01678289236166 28.4660295725778, 77.0167838157903 28.46602924336228, 77.01678470254525 28.46602882530849, 77.01678554410388 28.46602832243438, 77.01678633237795 28.46602773957307, 77.01689633237795 28.46593773957306, 77.01689704312633 28.46593709889942, 77.01689768938603 28.46593639322642, 77.01689826523972 28.46593562901537, 77.01689876541471 28.4659348132636, 77.0168991853313 28.46593395344034, 77.01689952114459 28.46593305741835, 77.01689976977983 28.46593213340184, 77.01689992896041 28.46593118985135, 77.01689999722886 28.46593023540628, 77.01689997396008 28.46592927880576, 77.01689985936713 28.46592832880869, 77.01689965449926 28.46592739411348, 77.01689936123229 28.46592648327844, 77.01689898225143 28.46592560464343, 77.01689852102676 28.46592476625344, 77.01689798178134 28.46592397578499, 77.01689736945266 28.46592324047582, 77.01689668964737 28.46592256705861, 77.01679668964739 28.46583256705861, 77.01679590348465 28.46583192851509, 77.01679505676456 28.46583137276802, 77.01679415817271 28.46583090551821, 77.01679321692676 28.46583053155867, 77.0167922426819 28.46583025472541, 77.01679124543185 28.46583007785818, 77.01679023540628 28.46583000277126, 77.01678922296594 28.46583003023488, 77.01678821849633 28.46583015996733, 77.01678723230121 28.46583039063781, 77.01678627449685 28.46583071988015, 77.01678535490834 28.46583114431699, 77.01678448296867 28.46583165959453, 77.01678366762216 28.46583226042708))",Live Entertainment-Music,Haryana,
food.nightlife.bar_pub,POI_1001_356jx7ps-c2fdf8c8a7d800c1994bec8174e0f442,the backyard underground,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,21,330,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.0632095 28.4681753, 77.0631673 28.4679366, 77.0626702 28.4680044, 77.0627123 28.4682431, 77.0632095 28.4681753))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356jx7ps-bc7b7c896bfa008212dc19490cf94926,i-kandy,6,893da103413ffff,853da103fffffff,IN.HR.GU,Gurgaon,18,889,IND,3.4,all_ind_3.4_all,2024,2024-06-06 00:01:01,"POLYGON ((77.1077533 28.4801272, 77.10769089999999 28.4801049, 77.1075498 28.4804092, 77.1076207 28.4804346, 77.10753510000001 28.4806193, 77.1076774 28.4806703, 77.1075841 28.4808716, 77.1076958 28.4809116, 77.1079043 28.4804615, 77.1077971 28.4804232, 77.10790849999999 28.4801828, 77.1077533 28.4801272))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356jx7ps-a4ad66648c3a0751197988a0cb76ff22,the brew bar,6,893da11180bffff,853da113fffffff,IN.HR.GU,Gurgaon,9,284,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,,Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncb-941b59be57f743a08cd20c19a9d70c55,the hook gurgaon,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,24,432,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.0620947 28.4684535, 77.06231029999999 28.4686248, 77.0626666 28.4682784, 77.062451 28.4681071, 77.0620947 28.4684535))",Bar and Pub,Haryana,
